#metadataBlock	name	dataverseAlias	displayName												
	heal		HEAL metadata schema												
	geographic_applicability	MD		23											
	geographic_applicability	ME		24											
	geographic_applicability	MI		25											
	geographic_applicability	MN		26											
	geographic_applicability	MO		27											
	geographic_applicability	MS		28											
	geographic_applicability	MT		29											
	geographic_applicability	NC		30											
	geographic_applicability	ND		31											
	geographic_applicability	NE		32											
	geographic_applicability	NH		33											
	geographic_applicability	NJ		34											
	geographic_applicability	NM		35											
	geographic_applicability	NV		36											
	geographic_applicability	NY		37											
	geographic_applicability	OH		38											
	geographic_applicability	OK		39											
	geographic_applicability	OR		40											
	geographic_applicability	PA		41											
	geographic_applicability	RI		42											
	geographic_applicability	SC		43											
	geographic_applicability	SD		44											
	geographic_applicability	TN		45											
	geographic_applicability	TX		46											
	geographic_applicability	UT		47											
	geographic_applicability	VA		48											
	geographic_applicability	VT		49											
	geographic_applicability	WA		50											
	geographic_applicability	WI		51											
	geographic_applicability	WV		52											
	geographic_applicability	WY		53											
	data_orientation	Quantitative		0											
	data_orientation	Qualitative		1											
	data_source	Administrative		0											
	data_source	Government Collected/Measured		1											
	data_source	Clinical/EHR		2											
	data_source	Laboratory		3											
	data_source	Researcher Collected/Measured		4											
	data_source	Patient-Reported		5											
	data_type	Genomic		0											
	data_type	Proteomic		1											
	data_type	Biochemical		2											
	data_type	Biophysical		3											
	data_type	Imaging		4											
	data_type	Interview/Focus Group		5											
	data_type	Interview/Focus Group - structured		6											
	data_type	Interview/Focus Group - semi-structured		7											
	data_type	Interview/Focus Group - unstructured		8											
	data_type	Questionnaire/Survey/Assessment		9											
	data_type	Questionnaire/Survey/Assessment - validated instrument		10											
	data_type	Questionnaire/Survey/Assessment - unvalidated instrument		11											
	subject_data_unit_of_collection	Individual		0											
	subject_data_unit_of_collection	Community, Group, Cluster, Population		1											
	subject_data_unit_of_analysis	Individual		0											
	subject_data_unit_of_analysis	Community, Group, Cluster, Population		1											
	subject_data_level_available	Individual - Unaggregated		0											
	subject_data_level_available	Individual - Aggregated		1											
	subject_data_level_available	Community, Group, Cluster, Population - Unaggregated		2											
	subject_data_level_available	Community, Group, Cluster, Population - Aggregated		3											
	subject_data_level_available	Unaggregated		4											
	subject_data_level_available	Aggregated		5											
	subject_data_level_available	Aggregated, across all (population summary statistics)		6											
	subject_data_level_available	Aggregated, by treatment/exposure group		7											
	subject_data_level_available	Aggregated, by demographic variable(s)		8											
	subject_data_level_available	Aggregated, by geographic variable(s)		9											
	subject_geographic_data_level_collected	Exact location		0											
	subject_geographic_data_level_collected	Census block		1											
	subject_geographic_data_level_collected	Census tract		2											
	subject_geographic_data_level_collected	Zip code		3											
	subject_geographic_data_level_collected	County		4											
	subject_geographic_data_level_collected	Sub-state region		5											
	subject_geographic_data_level_collected	State		6											
	subject_geographic_data_level_collected	Multi-state region		7											
	subject_geographic_data_level_collected	Nation		8											
	subject_geographic_data_level_collected	No geographic data will be collected		9											
	subject_geographic_data_level_available	Exact location		0											
	subject_geographic_data_level_available	Census block		1											
	subject_geographic_data_level_available	Census tract		2											
	subject_geographic_data_level_available	Zip code		3											
	subject_geographic_data_level_available	County		4											
	subject_geographic_data_level_available	Sub-state region		5											
	subject_geographic_data_level_available	State		6											
	subject_geographic_data_level_available	Multi-state region		7											
	subject_geographic_data_level_available	Nation		8											
	subject_geographic_data_level_available	No geographic data will be made available		9											
	heal_funded_status	Yes		0											
	heal_funded_status	No		1											
	study_collection_status	Yes		0											
	study_collection_status	No		1											
	produce_data	Yes		0											
	produce_data	No		1											
	produce_other	Yes		0											
	produce_other	No		1											
